episode,robots_requested,seed,robots_spawned,robots_completed,completion_rate,safe_success,ticks,makespan,collisions,waits,replans,blocked_intents,epsilon,q_states,q_decisions,q_updates,q_wait_actions,q_yield_actions,q_replan_actions
250,40,22359521,40,40,1.0,True,199,199,0,16,7,17,0.09436687503072493,378,11424,11424,8419,3005,0
251,45,631504372,45,45,1.0,False,214,214,3,41,21,45,0.09408377440563274,379,11469,11469,8456,3013,0
252,50,838201895,50,50,1.0,True,217,217,0,70,37,80,0.09380152308241585,379,11549,11549,8507,3042,0
253,10,225344835,10,10,1.0,True,192,192,0,0,0,0,0.0935201185131686,379,11549,11549,8507,3042,0
254,20,849798802,20,20,1.0,True,198,198,0,21,11,27,0.0932395581576291,379,11576,11576,8527,3049,0
255,30,597519010,30,30,1.0,True,189,189,0,19,8,21,0.09295983948315621,379,11597,11597,8540,3057,0
256,40,244834911,40,40,1.0,True,234,234,0,31,17,38,0.09268095996470674,379,11635,11635,8562,3073,0
257,45,725619407,45,45,1.0,False,211,211,2,42,28,61,0.09240291708481262,379,11696,11696,8594,3102,0
258,50,121051502,50,50,1.0,False,217,217,5,103,52,107,0.09212570833355818,379,11803,11803,8668,3135,0
259,10,359230607,10,10,1.0,True,194,194,0,4,2,4,0.09184933120855751,379,11807,11807,8670,3137,0
260,20,393522706,20,20,1.0,True,191,191,0,4,2,4,0.09157378321493184,379,11811,11811,8672,3139,0
261,30,95273552,30,30,1.0,False,207,207,1,38,21,41,0.09129906186528705,385,11852,11852,8700,3152,0
262,40,858283891,40,40,1.0,False,215,215,4,74,58,97,0.09102516467969118,385,11949,11949,8755,3194,0
263,45,958483144,45,45,1.0,False,232,232,5,123,63,131,0.09075208918565211,385,12080,12080,8841,3239,0
264,50,795394294,50,50,1.0,False,249,249,2,59,30,66,0.09047983291809515,385,12146,12146,8893,3253,0
265,10,535990533,10,10,1.0,True,185,185,0,4,2,4,0.09020839341934087,385,12150,12150,8896,3254,0
266,20,931015778,20,20,1.0,True,187,187,0,4,2,4,0.08993776823908284,385,12154,12154,8898,3256,0
267,30,332147618,30,30,1.0,True,209,209,0,14,9,16,0.08966795493436559,385,12170,12170,8911,3259,0
268,40,33314999,40,40,1.0,True,206,206,0,70,35,75,0.0893989510695625,386,12245,12245,8968,3277,0
269,45,810349636,45,45,1.0,False,196,196,4,71,40,78,0.08913075421635382,386,12323,12323,9025,3298,0
270,50,721090701,50,50,1.0,False,208,208,7,132,71,134,0.08886336195370476,386,12457,12457,9127,3330,0
271,10,897223070,10,10,1.0,True,166,166,0,2,1,2,0.08859677186784364,386,12459,12459,9128,3331,0
272,20,962845553,20,20,1.0,True,205,205,0,9,4,9,0.0883309815522401,386,12468,12468,9134,3334,0
273,30,17581603,30,30,1.0,False,203,203,2,43,22,43,0.08806598860758338,386,12511,12511,9164,3347,0
274,40,864626727,40,40,1.0,True,198,198,0,31,11,32,0.08780179064176064,386,12543,12543,9193,3350,0
275,45,6941851,45,45,1.0,False,201,201,1,86,40,95,0.08753838526983536,386,12638,12638,9271,3367,0
276,50,534294512,50,50,1.0,False,206,206,6,74,39,75,0.08727577011402585,386,12713,12713,9336,3377,0
277,10,926093248,10,10,1.0,True,196,196,0,2,1,2,0.08701394280368377,386,12715,12715,9338,3377,0
278,20,311935007,20,20,1.0,True,196,196,0,4,4,6,0.08675290097527272,386,12721,12721,9342,3379,0
279,30,664335030,30,30,1.0,True,195,195,0,19,10,23,0.0864926422723469,386,12744,12744,9358,3386,0
280,40,353207786,40,40,1.0,False,193,193,2,39,20,41,0.08623316434552986,386,12785,12785,9391,3394,0
281,45,350916786,45,45,1.0,True,209,209,0,31,15,36,0.08597446485249327,386,12821,12821,9418,3403,0
282,50,563491387,50,50,1.0,False,232,232,11,174,97,184,0.0857165414579358,390,13005,13005,9573,3432,0
283,10,137663015,10,10,1.0,True,200,200,0,4,2,4,0.08545939183356199,390,13009,13009,9575,3434,0
284,20,772025054,20,20,1.0,True,184,184,0,2,1,2,0.08520301365806131,390,13011,13011,9576,3435,0
285,30,356982108,30,30,1.0,False,203,203,2,29,16,33,0.08494740461708712,390,13044,13044,9604,3440,0
286,40,105092505,40,40,1.0,False,200,200,2,65,32,68,0.08469256240323586,390,13112,13112,9658,3454,0
287,45,364144258,45,45,1.0,True,203,203,0,22,9,26,0.08443848471602615,390,13138,13138,9676,3462,0
288,50,415300527,50,50,1.0,False,232,232,9,133,71,150,0.08418516926187807,393,13288,13288,9798,3490,0
289,10,532274856,10,10,1.0,True,185,185,0,0,0,0,0.08393261375409243,393,13288,13288,9798,3490,0
290,20,806920485,20,20,1.0,True,194,194,0,8,3,8,0.08368081591283015,393,13296,13296,9805,3491,0
291,30,483026814,30,30,1.0,True,209,209,0,28,14,28,0.08342977346509166,393,13324,13324,9821,3503,0
292,40,291172213,40,40,1.0,True,201,201,0,27,16,29,0.08317948414469638,393,13353,13353,9839,3514,0
293,45,217118990,45,45,1.0,False,217,217,3,115,56,121,0.0829299456922623,395,13474,13474,9932,3542,0
294,50,931615060,50,50,1.0,False,225,225,3,78,45,85,0.08268115585518551,395,13559,13559,9989,3570,0
295,10,88104549,10,10,1.0,True,185,185,0,0,0,0,0.08243311238761995,395,13559,13559,9989,3570,0
296,20,566791953,20,20,1.0,True,194,194,0,5,2,5,0.0821858130504571,395,13564,13564,9993,3571,0
297,30,218074789,30,30,1.0,False,206,206,2,42,21,63,0.08193925561130572,395,13627,13627,10045,3582,0
298,40,899710259,40,40,1.0,True,197,197,0,52,31,57,0.0816934378444718,395,13684,13684,10082,3602,0
299,45,137694462,45,45,1.0,False,203,203,2,37,17,39,0.08144835753093839,395,13723,13723,10112,3611,0
300,50,277423656,50,50,1.0,False,205,205,1,58,27,65,0.08120401245834558,397,13788,13788,10145,3643,0
301,10,107627918,10,10,1.0,True,190,190,0,2,1,2,0.08096040042097054,397,13790,13790,10145,3645,0
302,20,186302618,20,20,1.0,True,215,215,0,4,2,4,0.08071751921970763,397,13794,13794,10146,3648,0
303,30,445080564,30,30,1.0,True,186,186,0,11,5,13,0.0804753666620485,397,13807,13807,10154,3653,0
304,40,568684276,40,40,1.0,True,221,221,0,24,10,26,0.08023394056206236,397,13833,13833,10167,3666,0
305,45,139727181,45,45,1.0,False,211,211,4,91,48,94,0.07999323874037617,397,13927,13927,10236,3691,0
306,50,147396323,50,50,1.0,False,200,200,3,75,39,80,0.07975325902415505,399,14007,14007,10285,3722,0
307,10,859016714,10,10,1.0,True,187,187,0,3,3,4,0.07951399924708258,399,14011,14011,10285,3726,0
308,20,516707801,20,20,1.0,True,198,198,0,11,5,12,0.07927545724934133,399,14023,14023,10290,3733,0
309,30,584929016,30,30,1.0,True,201,201,0,15,11,17,0.07903763087759332,399,14040,14040,10298,3742,0
310,40,498071538,40,40,1.0,False,202,202,1,33,21,35,0.07880051798496053,399,14075,14075,10314,3761,0
311,45,494017572,45,45,1.0,True,210,210,0,18,9,19,0.07856411643100565,399,14094,14094,10326,3768,0
312,50,347689191,50,50,1.0,False,194,194,5,78,44,84,0.07832842408171263,399,14178,14178,10389,3789,0
313,10,686310891,10,10,1.0,True,176,176,0,2,1,2,0.0780934388094675,399,14180,14180,10389,3791,0
314,20,792437395,20,20,1.0,True,192,192,0,3,3,4,0.0778591584930391,399,14184,14184,10390,3794,0
315,30,252210524,30,30,1.0,True,196,196,0,13,7,14,0.07762558101755998,399,14198,14198,10396,3802,0
316,40,7710536,40,40,1.0,False,201,201,1,14,8,14,0.0773927042745073,399,14212,14212,10406,3806,0
317,45,25141899,45,45,1.0,False,204,204,2,62,29,62,0.07716052616168377,399,14274,14274,10438,3836,0
318,50,25316112,50,50,1.0,False,220,220,6,129,75,148,0.07692904458319871,401,14422,14422,10548,3874,0
319,10,84449216,10,10,1.0,True,197,197,0,2,1,2,0.07669825744944912,401,14424,14424,10548,3876,0
320,20,160163023,20,20,1.0,True,187,187,0,2,1,2,0.07646816267710077,401,14426,14426,10548,3878,0
321,30,362041266,30,30,1.0,False,183,183,1,26,13,26,0.07623875818906947,401,14452,14452,10564,3888,0
322,40,199864219,40,40,1.0,True,194,194,0,24,10,24,0.07601004191450227,401,14476,14476,10579,3897,0
323,45,387875173,45,45,1.0,True,218,218,0,71,28,76,0.07578201178875876,402,14552,14552,10625,3927,0
324,50,790363556,50,50,1.0,False,217,217,3,110,58,121,0.07555466575339248,403,14673,14673,10696,3977,0
325,10,271216093,10,10,1.0,True,182,182,0,2,2,3,0.0753280017561323,403,14676,14676,10698,3978,0
326,20,254960236,20,20,1.0,True,203,203,0,3,2,4,0.0751020177508639,403,14680,14680,10700,3980,0
327,30,329040409,30,30,1.0,True,205,205,0,23,12,27,0.07487671169761131,404,14707,14707,10712,3995,0
328,40,659578969,40,40,1.0,True,211,211,0,17,9,20,0.07465208156251849,404,14727,14727,10725,4002,0
329,45,895192768,45,45,1.0,False,224,224,4,90,43,97,0.07442812531783093,404,14824,14824,10785,4039,0
330,50,875575076,50,50,1.0,True,202,202,0,61,35,73,0.07420484094187743,405,14897,14897,10819,4078,0
331,10,9267576,10,10,1.0,True,192,192,0,2,1,2,0.0739822264190518,405,14899,14899,10819,4080,0
332,20,532347691,20,20,1.0,True,194,194,0,5,2,5,0.07376027973979465,405,14904,14904,10822,4082,0
333,30,482161574,30,30,1.0,True,219,219,0,40,22,40,0.07353899890057528,405,14944,14944,10850,4094,0
334,40,643367650,40,40,1.0,True,202,202,0,32,18,40,0.07331838190387355,409,14984,14984,10869,4115,0
335,45,411215937,45,45,1.0,False,204,204,5,88,48,94,0.07309842675816193,410,15078,15078,10927,4151,0
336,50,614800607,50,50,1.0,False,213,213,1,77,37,77,0.07287913147788744,410,15155,15155,10957,4198,0
337,10,302843736,10,10,1.0,True,174,174,0,5,2,5,0.07266049408345378,410,15160,15160,10958,4202,0
338,20,778281048,20,20,1.0,True,188,188,0,6,3,6,0.07244251260120342,410,15166,15166,10960,4206,0
339,30,289014904,30,30,1.0,True,190,190,0,14,8,16,0.07222518506339981,410,15182,15182,10968,4214,0
340,40,241007270,40,40,1.0,True,193,193,0,27,11,31,0.07200850950820961,411,15213,15213,10980,4233,0
341,45,818449077,45,45,1.0,True,212,212,0,50,23,53,0.07179248397968498,412,15266,15266,11006,4260,0
342,50,45405251,50,50,1.0,False,217,217,3,116,60,124,0.07157710652774592,412,15390,15390,11074,4316,0
343,10,307026815,10,10,1.0,True,194,194,0,0,0,0,0.07136237520816267,412,15390,15390,11074,4316,0
344,20,171231861,20,20,1.0,True,203,203,0,24,12,24,0.07114828808253819,412,15414,15414,11086,4328,0
345,30,422836153,30,30,1.0,False,196,196,2,25,11,29,0.07093484321829058,412,15443,15443,11099,4344,0
346,40,28946553,40,40,1.0,False,208,208,4,61,34,64,0.0707220386886357,412,15507,15507,11142,4365,0
347,45,371266774,45,45,1.0,False,216,216,4,107,59,110,0.0705098725725698,413,15617,15617,11215,4402,0
348,50,88703233,50,50,1.0,True,212,212,0,75,48,79,0.07029834295485209,413,15696,15696,11259,4437,0
349,10,125702473,10,10,1.0,True,198,198,0,4,2,4,0.07008744792598753,413,15700,15700,11259,4441,0
350,20,881792310,20,20,1.0,True,190,190,0,2,1,2,0.06987718558220957,413,15702,15702,11260,4442,0
351,30,201597165,30,30,1.0,True,191,191,0,10,4,10,0.06966755402546294,413,15712,15712,11268,4444,0
352,40,692571181,40,40,1.0,False,222,222,1,48,25,56,0.06945855136338655,413,15768,15768,11301,4467,0
353,45,411603629,45,45,1.0,False,227,227,1,67,34,73,0.0692501757092964,413,15841,15841,11338,4503,0
354,50,355810663,50,50,1.0,False,203,203,8,114,53,118,0.06904242518216851,415,15959,15959,11413,4546,0
355,10,258192145,10,10,1.0,True,178,178,0,0,0,0,0.068835297906622,415,15959,15959,11413,4546,0
356,20,869698558,20,20,1.0,True,207,207,0,2,1,2,0.06862879201290213,415,15961,15961,11414,4547,0
357,30,408005022,30,30,1.0,True,203,203,0,11,5,11,0.06842290563686343,416,15972,15972,11424,4548,0
358,40,44422081,40,40,1.0,True,187,187,0,19,7,19,0.06821763691995283,416,15991,15991,11440,4551,0
359,45,914953802,45,45,1.0,False,225,225,2,78,42,85,0.06801298400919298,416,16076,16076,11499,4577,0
360,50,255063767,50,50,1.0,False,221,221,4,94,48,100,0.06780894505716539,416,16176,16176,11573,4603,0
361,10,722177994,10,10,1.0,True,186,186,0,2,1,2,0.0676055182219939,416,16178,16178,11575,4603,0
362,20,853254269,20,20,1.0,True,199,199,0,1,1,2,0.06740270166732791,416,16180,16180,11576,4604,0
363,30,138636369,30,30,1.0,False,199,199,3,41,23,43,0.06720049356232592,417,16223,16223,11602,4621,0
364,40,554031216,40,38,0.95,False,700,700,0,1185,399,1193,0.06699889208163895,423,17416,17416,12728,4688,0
365,45,172348802,45,45,1.0,False,224,224,11,119,75,127,0.06679789540539403,423,17543,17543,12826,4717,0
366,50,847619070,50,50,1.0,False,197,197,5,115,56,124,0.06659750171917785,425,17667,17667,12929,4738,0
367,10,983397769,10,10,1.0,True,206,206,0,2,1,2,0.06639770921402031,425,17669,17669,12931,4738,0
368,20,414320490,20,20,1.0,True,199,199,0,8,4,10,0.06619851608637825,425,17679,17679,12940,4739,0
369,30,661822271,30,30,1.0,True,199,199,0,16,7,17,0.06599992053811912,425,17696,17696,12955,4741,0
370,40,940991012,40,40,1.0,True,181,181,0,14,7,18,0.06580192077650476,425,17714,17714,12969,4745,0
371,45,807348717,45,45,1.0,False,200,200,3,63,42,71,0.06560451501417525,425,17785,17785,13022,4763,0
372,50,83310570,50,50,1.0,False,197,197,7,101,41,112,0.06540770146913272,427,17897,17897,13107,4790,0
373,10,908049877,10,10,1.0,True,166,166,0,0,0,0,0.06521147836472532,427,17897,17897,13107,4790,0
374,20,669476125,20,20,1.0,True,185,185,0,2,1,2,0.06501584392963114,427,17899,17899,13108,4791,0
375,30,534573858,30,28,0.9333333333333333,False,700,700,0,1112,377,1122,0.06482079639784225,427,19021,19021,14176,4845,0
376,40,202482512,40,40,1.0,False,201,201,1,77,31,80,0.06462633400864871,427,19101,19101,14244,4857,0
377,45,836876406,45,45,1.0,False,203,203,3,88,48,93,0.06443245500662277,427,19194,19194,14317,4877,0
378,50,214127062,50,50,1.0,False,208,208,1,47,21,50,0.0642391576416029,427,19244,19244,14348,4896,0
379,10,937654707,10,10,1.0,False,194,194,1,8,6,8,0.0640464401686781,427,19252,19252,14354,4898,0
380,20,948248468,20,20,1.0,True,194,194,0,9,4,9,0.06385430084817206,427,19261,19261,14361,4900,0
381,30,878959503,30,30,1.0,True,211,211,0,27,11,28,0.06366273794562755,427,19289,19289,14384,4905,0
382,40,461761841,40,40,1.0,True,211,211,0,26,11,26,0.06347174973179066,427,19315,19315,14403,4912,0
383,45,920809676,45,45,1.0,False,213,213,1,61,32,69,0.06328133448259529,427,19384,19384,14452,4932,0
384,50,872477302,50,50,1.0,False,217,217,5,86,50,89,0.0630914904791475,429,19473,19473,14512,4961,0
385,10,760523972,10,10,1.0,True,197,197,0,0,0,0,0.06290221600771005,429,19473,19473,14512,4961,0
386,20,304903683,20,20,1.0,True,200,200,0,24,14,29,0.06271350935968692,429,19502,19502,14529,4973,0
387,30,302609403,30,30,1.0,True,203,203,0,14,7,15,0.06252536883160786,429,19517,19517,14539,4978,0
388,40,784084986,40,40,1.0,False,198,198,2,51,26,54,0.06233779272511304,429,19571,19571,14569,5002,0
389,45,413040746,45,45,1.0,False,200,200,4,68,37,73,0.062150779346937704,429,19644,19644,14618,5026,0
390,50,974384509,50,50,1.0,False,193,193,1,53,25,58,0.06196432700889689,429,19702,19702,14661,5041,0
391,10,334370515,10,10,1.0,True,194,194,0,0,0,0,0.0617784340278702,429,19702,19702,14661,5041,0
392,20,673101545,20,20,1.0,True,231,231,0,28,11,32,0.06159309872578659,429,19734,19734,14686,5048,0
393,30,467068203,30,30,1.0,True,200,200,0,21,10,22,0.061408319429609226,429,19756,19756,14698,5058,0
394,40,251883506,40,40,1.0,False,214,214,7,119,67,125,0.0612240944713204,431,19881,19881,14784,5097,0
395,45,630888458,45,45,1.0,False,205,205,3,47,26,53,0.06104042218790644,431,19934,19934,14821,5113,0
396,50,717538932,50,50,1.0,False,210,210,10,130,68,134,0.06085730092134272,431,20068,20068,14913,5155,0
397,10,758955307,10,10,1.0,True,229,229,0,8,3,8,0.06067472901857869,431,20076,20076,14917,5159,0
398,20,406493466,20,20,1.0,True,198,198,0,4,2,4,0.060492704831522956,431,20080,20080,14919,5161,0
399,30,860267684,30,30,1.0,False,196,196,3,41,18,43,0.060311226717028384,431,20123,20123,14949,5174,0
400,40,487532041,40,40,1.0,False,197,197,1,57,31,61,0.0601302930368773,431,20184,20184,14986,5198,0
401,45,476688430,45,45,1.0,False,210,210,6,99,51,99,0.05994990215776667,431,20283,20283,15054,5229,0
402,50,685587303,50,50,1.0,True,224,224,0,38,16,40,0.05977005245129337,431,20323,20323,15077,5246,0
403,10,428884735,10,10,1.0,True,194,194,0,0,0,0,0.059590742293939486,431,20323,20323,15077,5246,0
404,20,105863966,20,20,1.0,True,187,187,0,10,4,10,0.059411970067057666,431,20333,20333,15083,5250,0
405,30,396121731,30,30,1.0,True,193,193,0,24,9,25,0.059233734156856496,431,20358,20358,15099,5259,0
406,40,825172164,40,40,1.0,False,203,203,3,55,29,60,0.059056032954385926,431,20418,20418,15136,5282,0
407,45,473288574,45,45,1.0,False,214,214,2,36,17,38,0.05887886485552277,432,20456,20456,15157,5299,0
408,50,169928599,50,50,1.0,True,203,203,0,45,19,53,0.058702228260956196,432,20509,20509,15188,5321,0
409,10,300447757,10,10,1.0,True,205,205,0,2,1,2,0.058526121576173325,432,20511,20511,15189,5322,0
410,20,234567561,20,20,1.0,True,199,199,0,7,3,7,0.058350543211444804,432,20518,20518,15192,5326,0
411,30,886025553,30,30,1.0,True,186,186,0,21,11,22,0.05817549158181047,432,20540,20540,15205,5335,0
412,40,35532722,40,40,1.0,False,218,218,5,82,44,84,0.05800096510706504,433,20624,20624,15256,5368,0
413,45,111207805,45,45,1.0,False,210,210,2,85,37,91,0.05782696221174384,436,20715,20715,15317,5398,0
414,50,176058743,50,50,1.0,False,222,222,8,114,72,122,0.057653481325108606,436,20837,20837,15386,5451,0
415,10,200430453,10,10,1.0,True,199,199,0,3,1,3,0.05748052088113328,436,20840,20840,15389,5451,0
416,20,412037980,20,20,1.0,True,213,213,0,14,8,18,0.05730807931848988,436,20858,20858,15399,5459,0
417,30,353792719,30,30,1.0,True,194,194,0,72,29,78,0.057136155080534407,436,20936,20936,15467,5469,0
418,40,511785990,40,40,1.0,False,212,212,2,56,21,57,0.056964746615292806,437,20993,20993,15501,5492,0
419,45,978488215,45,45,1.0,False,213,213,12,124,64,138,0.05679385237544693,437,21131,21131,15596,5535,0
420,50,188166200,50,50,1.0,False,206,206,6,110,59,121,0.05662347081832059,437,21252,21252,15676,5576,0
421,10,895943075,10,10,1.0,True,181,181,0,0,0,0,0.056453600405865625,437,21252,21252,15676,5576,0
422,20,455778309,20,20,1.0,True,202,202,0,11,5,13,0.056284239604648026,437,21265,21265,15683,5582,0
423,30,141256034,30,30,1.0,False,205,205,1,36,23,38,0.05611538688583408,437,21303,21303,15706,5597,0
424,40,813974024,40,40,1.0,False,194,194,2,60,44,69,0.05594704072517658,437,21372,21372,15745,5627,0
425,45,253979021,45,45,1.0,False,213,213,1,62,31,67,0.05577919960300105,437,21439,21439,15783,5656,0
426,50,104075580,50,50,1.0,False,220,220,3,108,55,122,0.05561186200419205,440,21561,21561,15867,5694,0
427,10,855924199,10,10,1.0,True,192,192,0,2,1,2,0.05544502641817947,440,21563,21563,15867,5696,0
428,20,145375827,20,20,1.0,True,193,193,0,2,1,2,0.055278691338924935,440,21565,21565,15869,5696,0
429,30,560903015,30,30,1.0,True,223,223,0,34,14,40,0.05511285526490816,440,21605,21605,15899,5706,0
430,40,444746235,40,40,1.0,True,202,202,0,26,12,27,0.054947516699113436,440,21632,21632,15914,5718,0
431,45,970569999,45,45,1.0,False,212,212,4,90,45,90,0.054782674149016095,440,21722,21722,15984,5738,0
432,50,157786128,50,50,1.0,False,214,214,7,118,59,140,0.05461832612656905,440,21862,21862,16095,5767,0
433,10,985364404,10,10,1.0,True,188,188,0,0,0,0,0.05445447114818934,440,21862,21862,16095,5767,0
434,20,984037282,20,20,1.0,True,187,187,0,4,2,4,0.05429110773474477,440,21866,21866,16099,5767,0
435,30,611121532,30,30,1.0,True,211,211,0,27,12,30,0.054128234411540535,440,21896,21896,16121,5775,0
436,40,537571359,40,40,1.0,False,211,211,2,70,32,74,0.05396584970830591,440,21970,21970,16178,5792,0
437,45,98381630,45,45,1.0,True,207,207,0,45,22,47,0.05380395215918099,440,22017,22017,16219,5798,0
438,50,853180497,50,50,1.0,False,202,202,1,63,35,70,0.05364254030270345,440,22087,22087,16277,5810,0
439,10,938178199,10,10,1.0,True,195,195,0,3,2,4,0.05348161268179534,440,22091,22091,16279,5812,0
440,20,427384207,20,20,1.0,True,189,189,0,8,4,12,0.053321167843749954,440,22103,22103,16287,5816,0
441,30,100943024,30,30,1.0,False,192,192,1,43,22,45,0.053161204340218704,440,22148,22148,16316,5832,0
442,40,965617227,40,40,1.0,False,204,204,1,37,20,42,0.05300172072719805,440,22190,22190,16347,5843,0
443,45,607074877,45,45,1.0,True,269,269,0,79,49,110,0.052842715565016456,440,22300,22300,16421,5879,0
444,50,570084106,50,50,1.0,False,206,206,5,146,65,153,0.052684187418321406,440,22453,22453,16551,5902,0
445,10,474817299,10,10,1.0,True,169,169,0,0,0,0,0.05252613485606644,440,22453,22453,16551,5902,0
446,20,410860509,20,20,1.0,True,187,187,0,9,4,9,0.052368556451498245,440,22462,22462,16557,5905,0
447,30,3773575,30,30,1.0,False,199,199,3,46,21,46,0.05221145078214375,440,22508,22508,16590,5918,0
448,40,630215897,40,40,1.0,False,223,223,2,90,41,99,0.05205481642979732,440,22607,22607,16670,5937,0
449,45,103701725,45,45,1.0,False,191,191,8,89,58,99,0.05189865198050793,440,22706,22706,16741,5965,0
450,50,848780110,50,50,1.0,False,211,211,4,87,52,90,0.051742956024566404,440,22796,22796,16796,6000,0
451,10,474010277,10,10,1.0,True,204,204,0,3,1,4,0.05158772715649271,440,22800,22800,16799,6001,0
452,20,529981723,20,20,1.0,True,206,206,0,12,5,12,0.05143296397502323,440,22812,22812,16807,6005,0
453,30,226536767,30,30,1.0,True,205,205,0,3,5,9,0.051278665083098154,441,22821,22821,16811,6010,0
454,40,544021819,40,40,1.0,False,243,243,8,129,66,133,0.05112482908784886,442,22954,22954,16909,6045,0
455,45,915084767,45,45,1.0,False,198,198,5,35,14,39,0.05097145460058531,442,22993,22993,16941,6052,0
456,50,333450895,50,50,1.0,False,209,209,5,130,70,136,0.05081854023678355,442,23129,23129,17056,6073,0
457,10,193210956,10,10,1.0,True,185,185,0,4,2,4,0.0506660846160732,442,23133,23133,17059,6074,0
458,20,579959862,20,20,1.0,True,197,197,0,7,3,7,0.05051408636222498,442,23140,23140,17064,6076,0
459,30,583760033,30,30,1.0,False,188,188,1,34,15,35,0.050362544103138306,442,23175,23175,17089,6086,0
460,40,464671403,40,40,1.0,False,225,225,1,74,33,84,0.05021145647082889,443,23259,23259,17164,6095,0
461,45,303976943,45,45,1.0,True,202,202,0,42,22,43,0.05006082210141641,443,23302,23302,17199,6103,0
462,50,640215451,50,50,1.0,False,217,217,6,101,45,115,0.04991063963511216,443,23417,23417,17287,6130,0
463,10,492049488,10,10,1.0,True,187,187,0,0,0,0,0.04976090771620682,443,23417,23417,17287,6130,0
464,20,987381856,20,20,1.0,True,205,205,0,0,0,0,0.049611624993058205,443,23417,23417,17287,6130,0
465,30,983025386,30,30,1.0,False,215,215,4,32,20,39,0.04946279011807903,443,23456,23456,17315,6141,0
466,40,727626239,40,40,1.0,True,195,195,0,34,14,40,0.04931440174772479,443,23496,23496,17347,6149,0
467,45,253354201,45,45,1.0,True,194,194,0,54,22,56,0.04916645854248162,443,23552,23552,17393,6159,0
468,50,444901266,50,50,1.0,False,220,220,1,77,36,82,0.04901895916685417,443,23634,23634,17455,6179,0
469,10,272548323,10,10,1.0,True,178,178,0,0,0,0,0.048871902289353605,443,23634,23634,17455,6179,0
470,20,15033585,20,20,1.0,True,202,202,0,9,4,9,0.048725286582485546,443,23643,23643,17461,6182,0
471,30,327062341,30,30,1.0,False,216,216,1,50,28,57,0.048579110722738086,443,23700,23700,17504,6196,0
472,40,181465454,40,40,1.0,True,228,228,0,22,11,25,0.04843337339056987,443,23725,23725,17522,6203,0
473,45,921799416,45,45,1.0,False,211,211,1,29,18,37,0.04828807327039816,443,23762,23762,17553,6209,0
474,50,519171954,50,50,1.0,False,227,227,2,76,37,80,0.04814320905058697,443,23842,23842,17618,6224,0
475,10,325621739,10,10,1.0,True,181,181,0,0,0,0,0.04799877942343521,443,23842,23842,17618,6224,0
476,20,887951792,20,20,1.0,False,205,205,1,24,10,26,0.0478547830851649,443,23868,23868,17636,6232,0
477,30,15561442,30,30,1.0,True,207,207,0,97,33,98,0.04771121873590941,443,23966,23966,17730,6236,0
478,40,997378031,40,40,1.0,False,224,224,1,77,34,79,0.04756808507970168,445,24045,24045,17794,6251,0
479,45,332650861,45,45,1.0,False,215,215,4,90,44,96,0.04742538082446257,445,24141,24141,17868,6273,0
480,50,940293504,50,50,1.0,False,197,197,1,38,23,39,0.04728310468198918,445,24180,24180,17897,6283,0
481,10,326515815,10,10,1.0,True,184,184,0,0,0,0,0.04714125536794321,445,24180,24180,17897,6283,0
482,20,863664349,20,20,1.0,True,194,194,0,11,6,13,0.04699983160183938,445,24193,24193,17905,6288,0
483,30,785277142,30,30,1.0,True,215,215,0,24,12,28,0.046858832107033864,445,24221,24221,17923,6298,0
484,40,209073823,40,40,1.0,False,206,206,1,76,38,92,0.046718255610712765,445,24313,24313,17997,6316,0
485,45,328512917,45,45,1.0,False,210,210,8,118,68,121,0.04657810084388063,445,24434,24434,18094,6340,0
486,50,483607297,50,50,1.0,False,198,198,11,139,90,140,0.04643836654134899,445,24574,24574,18194,6380,0
487,10,42318488,10,10,1.0,True,178,178,0,0,0,0,0.04629905144172494,445,24574,24574,18194,6380,0
488,20,883915563,20,20,1.0,True,198,198,0,10,4,10,0.046160154287399766,445,24584,24584,18202,6382,0
489,30,263957356,30,30,1.0,False,210,210,2,25,10,27,0.04602167382453757,445,24611,24611,18221,6390,0
490,40,270551490,40,40,1.0,True,209,209,0,23,14,29,0.045883608803063955,445,24640,24640,18237,6403,0
491,45,646118029,45,45,1.0,False,209,209,5,64,33,67,0.04574595797665476,445,24707,24707,18276,6431,0
492,50,466139031,50,50,1.0,False,222,222,7,99,48,102,0.0456087201027248,445,24809,24809,18337,6472,0
493,10,935211706,10,10,1.0,True,180,180,0,1,2,2,0.04547189394241662,445,24811,24811,18338,6473,0
494,20,538311349,20,20,1.0,True,185,185,0,2,1,2,0.045335478260589375,445,24813,24813,18339,6474,0
495,30,393331560,30,30,1.0,False,184,184,1,24,19,30,0.04519947182580761,445,24843,24843,18352,6491,0
496,40,376482417,40,40,1.0,False,219,219,5,43,24,43,0.045063873410330184,445,24886,24886,18382,6504,0
497,45,742070063,45,45,1.0,True,228,228,0,98,46,103,0.04492868179009919,454,24989,24989,18452,6537,0
498,50,128050717,50,50,1.0,False,219,219,5,121,63,133,0.0447938957447289,464,25122,25122,18529,6593,0
499,10,211837399,10,10,1.0,True,156,156,0,0,0,0,0.04465951405749471,464,25122,25122,18529,6593,0
500,20,33286607,20,20,1.0,True,201,201,0,6,4,7,0.04452553551532222,464,25129,25129,18532,6597,0
501,30,463330860,30,30,1.0,True,203,203,0,37,23,41,0.04439195890877625,464,25170,25170,18552,6618,0
